厂房室温（℃）,机器温度（℃）,转速（rpm）,扭矩（Nm）,功率（KW）,使用时长（min）,具体故障类别
25.82601373986042,37.046807556923255,1243.8360652643369,74.32398626013962,9.679964138480553,195.76013739860383,1.0
28.699984540110165,37.865625966243144,1342.4057185662855,60.45625966243117,8.497337942623856,206.21870168784415,1.0
28.821664915205186,37.207497372807765,2399.3710170354875,13.661576506659516,3.425894143246171,187.9288778768214,3.0
28.99927699453655,37.484297340618,1376.3285132969102,47.61405318764033,6.862280152692702,202.60845081952314,2.0
28.998825512305,38.30985740268622,1384.1644282773034,51.61900181880338,7.472904995587055,81.5843142954817,5.0
24.450000000000045,35.35000000000002,1431.0,52.6,7.881738219895289,26.0,0.0
26.8534038910261,38.24124713736151,1693.478261245611,28.955263146514405,5.133149195451882,215.93678488094426,4.0
27.700166499497534,37.200166499497534,1542.556302754539,40.00353043745673,6.252773731503634,152.45769616544206,5.0
30.636989634582765,40.00291234774283,1420.4931951277702,47.99686082318286,7.1392000143650485,215.2197423772002,4.0
30.185421738486575,38.650000000000034,1409.1957391017067,46.67240000455686,6.877911028059421,104.66339131326343,5.0
29.11618357712027,37.49136473570021,1356.4064010138054,51.731642519920904,7.347931224035859,125.25543475739711,2.0
30.55000000000001,39.650000000000034,1685.0,31.8,5.610785340314136,203.0,0.0
29.99707717189477,38.410217326297236,1420.4671496139938,45.57263305970898,6.778355457008792,79.41955936674921,5.0
27.450000000000045,36.25,1581.0,35.7,5.910125654450262,117.0,0.0
25.53158365590495,35.13158365590497,1412.3177521920122,39.001430405267925,5.766674269183738,202.9818646813952,4.0
30.202344586591135,38.518888310548256,1420.7086406901071,45.2224709993446,6.7274590001033285,89.19994794934038,5.0
25.211163805475895,36.45561283203903,1290.501030976702,68.71110194687375,9.284621672687846,109.3334707968936,3.0
27.323075312824525,37.93416194872034,1295.1605832821756,61.50906227689211,8.340650069672698,201.87329558976236,1.0
29.25,37.12730709983773,1375.8971257528403,47.481543201298464,6.8413870912560615,123.4009067349865,2.0
28.75,36.450000000000045,1439.0,41.7,6.28338219895288,201.0,0.0
27.161968309321427,36.52288460265747,1611.0074680547739,34.12954737056485,5.652234926242355,134.77138128086114,5.0
27.150000000000038,36.75,1494.0,38.5,6.022931937172775,33.0,0.0
26.850000000000023,36.950000000000045,1314.0,53.5,7.361151832460733,199.0,0.0
28.67985601833098,36.829616048882514,1336.985601833094,59.68633519343857,8.352280933577902,185.0851218941973,2.0
29.276074270643186,37.741002652600315,1353.009177715559,49.017076923243486,6.940619242024634,71.59713527828484,2.0
28.829084683163043,37.20254919010218,1373.9490161979566,48.142352429693474,6.926267725450179,78.37775845508685,2.0
25.780552354658703,37.026795502740434,1247.0701616452407,73.48629936382683,9.590887017601048,194.61436402192314,1.0
29.25,37.22982952017537,1375.6051143947395,50.867330632460146,7.328349250195778,156.61790038158873,2.0
23.30046969208345,34.15127767736385,1319.4919201471957,68.22187150603361,9.425855338022446,23.30552449807655,3.0
27.15718001080752,37.328459967577466,1675.8730494326055,30.15192504052818,5.290595306415513,229.82310048633818,4.0
26.726790977282402,36.395988721602976,1799.1862105658192,25.856519923381036,4.8383038868282595,228.11389849442668,4.0
27.55000000000001,38.55000000000001,1504.0,36.9,5.811267015706807,229.0,0.0
29.46694777227233,38.73610998005648,1255.8295626374986,71.56068832164802,9.409696114480518,120.24434395624807,3.0
27.201352920759547,37.862560541623296,1291.3657087060321,62.45420085057312,8.439307811616981,201.30048433298597,1.0
27.96696803632282,36.99673160802181,1349.1933231933263,64.5785814301941,9.121550033147386,19.151598183860553,3.0
24.748317600530534,35.82289700066318,1297.664495467838,67.0611202043767,9.079361883373686,201.3261694956896,1.0
28.952631644590564,36.852631644590545,1355.3421137967673,45.27105689838369,6.425124101489329,6.157898675431098,2.0
28.473119248199616,37.178134586334,1374.6935774459882,63.32813458633399,9.115452923556896,110.59327068330076,3.0
30.131335228298948,38.53133522829898,1312.7790990538285,52.56130680381477,7.222531001715982,78.49318173608444,2.0
27.2191369411029,36.99949681271385,1667.3806049111583,30.696401283890637,5.3568543695863555,233.13022288562718,4.0
30.373570432474555,38.650000000000034,1417.5900654488628,45.34088617018039,6.727252647336641,102.05825555035294,5.0
23.331055057177423,34.28509176196238,1252.4047403500892,70.75155954258076,9.275298755941717,101.10764546093162,3.0
29.23323907131854,37.13882604754573,1375.223479049086,52.25976002223236,7.52543892363722,161.27934881135772,2.0
24.350000000000023,35.450000000000045,1349.0,51.5,7.274712041884817,21.0,0.0
26.578531114767948,36.07853111476795,1681.4665311710478,29.175434992567396,5.127727816304988,178.34158965920145,5.0
26.637583994559364,36.11767854125042,1674.4102988396417,29.6484450444163,5.178272372198154,172.67006584775578,5.0
28.850000000000023,37.950000000000045,1769.0,26.0,4.8161256544502615,10.0,0.0
26.87005263005058,36.29731339594818,1646.3027274575218,31.634995202250337,5.388388169163938,155.86892355543597,5.0
28.32617988025782,37.422502634744674,1470.2437053870096,44.07826443129406,6.704502650648257,50.630635926821526,5.0
28.970905738604056,37.66393715906938,1521.123303848343,38.76984647277025,6.071781708798286,130.58188522791954,5.0
27.229853792986397,37.02481724123301,1675.935820718333,30.321202412754268,5.317510726337317,233.77335517109697,4.0
26.927377881370408,36.783045105288465,1395.3218042115375,66.77828934254765,9.75962709762463,96.55620446875469,3.0
29.199717161691574,37.81647810779439,1505.634530593188,39.70269304381935,6.1637135863257,126.0056567661692,5.0
29.394486272304533,38.436782445786825,1228.824022481424,68.01759775185761,8.750723038705821,187.3965266263965,1.0
26.503049293231587,37.4191771112774,1247.05198414285,73.64695070676845,9.615583728856972,202.5304929323155,1.0
29.840080275313806,38.08884030972803,1348.1322032693513,48.42977709199802,6.830214953393063,189.43800172071124,2.0
29.6749294520311,38.966841489714774,1259.0133113016427,71.18182738012098,9.383630384513586,121.51855599308546,3.0
27.25,38.62223023091502,1555.0480204700198,33.05487412523686,5.381851742495124,209.43390264195332,4.0
29.117090378752845,38.61709037875284,1367.0757300159985,53.682295579498245,7.674006018043819,119.75945279801215,5.0
25.850000000000023,37.150000000000034,1558.0,35.4,5.775204188481675,223.0,0.0
30.25,38.57089159743052,1350.49300830834,44.7058563254845,6.321381675274608,195.76048753748998,2.0
24.35225931559721,35.32697690114756,1448.6974161117691,59.707450261411,9.055667176863883,206.68396981937943,1.0
29.850000000000023,37.950000000000045,1526.0,37.3,5.9601884816753925,176.0,0.0
24.950000000000045,35.650000000000034,1394.0,47.9,6.991895287958115,70.0,0.0
29.800747968874877,38.20074796887491,1303.806016298032,57.18952843575184,7.803271686988479,104.94016249001051,2.0
29.062345857749612,38.45277817993659,1375.2715799150583,52.61944725955595,7.571273400703983,97.305599793022,5.0
28.75406363054273,37.95203181527136,2644.3498915479436,11.952595805986862,3.3091341684008295,91.03159796702377,3.0
28.076105889776358,37.57610588977636,1495.9976551892391,43.63279147437918,6.629856231889827,143.7821717743924,5.0
24.850000000000023,35.55000000000001,1377.0,48.5,6.993141361256544,181.0,0.0
26.850000000000023,38.25,1384.0,46.1,6.680879581151832,7.0,0.0
28.55000000000001,37.950000000000045,1506.0,39.5,6.229005235602094,158.0,0.0
25.679024052742243,36.17176803955671,1317.310022122519,63.976253800933655,8.809270853705621,214.85422311143572,1.0
29.2846890308508,38.95940297261782,1267.4002491091626,69.03875612340306,9.157900052159825,228.9174126031411,1.0
29.513851451646936,37.91385145164695,1308.5675354729885,56.326025649276204,7.708590313204031,119.9392032305675,2.0
27.114719478178273,36.29171617388303,1944.9534660772672,21.224554435053008,4.310965629170037,211.70561043643505,4.0
29.00055691393854,38.31375305636168,1383.922032048608,51.646271394531624,7.475586265912586,82.0128361997826,5.0
28.80709549154724,36.92673242799061,1335.8655089621232,59.340678870532635,8.29766854015918,182.98184682217004,2.0
28.150000000000038,37.85000000000002,1641.0,33.0,5.670471204188481,145.0,0.0
30.055475647609818,38.650000000000034,1403.3981442779746,47.59201849383851,6.981964195890592,106.46264487924927,5.0
27.650000000000038,38.75,1621.0,28.3,4.80359162303665,211.0,0.0
